id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
27163992,Stunning Historic Home in Perfect Location,204526945,Stacie And Gabe,,Speer,39.72679,-104.97389,Entire home/apt,999,30,14,2019-10-05,0.40,1,0,0,2018-BFN-0003202
27164527,Downtown Denver Loft in Union Station North,57639083,James,,Five Points,39.76038,-104.99786,Entire home/apt,140,180,9,2019-01-31,0.23,1,180,0,2018-BFN-0005525
27165242,Remodeled Family Vacation Home,204538930,Gregg,,Cole,39.76263,-104.96087,Entire home/apt,145,29,27,2020-01-02,0.67,1,0,0,2018-BFN-0005918
27166366,25th Floor Spire Condo Plus Den,24157036,Angela,,CBD,39.74373,-104.99643,Entire home/apt,177,30,0,,,33,0,0,
27173113,Cozy Walkout Basement Rental,95058953,Teddy,,Gateway - Green Valley Ranch,39.79725,-104.7373,Private room,68,2,58,2020-11-08,1.45,1,151,0,2020-BFN-0004543
27185302,Charming Carriage House - 30 day rental,34955862,Scott,,North Capitol Hill,39.74497,-104.97626,Entire home/apt,81,30,25,2019-12-28,0.60,23,299,0,
27196950,Carriage House Close to Downtown Denver,2776241,Zarra,,Lincoln Park,39.73019,-104.99866,Entire home/apt,85,30,111,2021-12-05,2.75,1,353,30,2018-BFN-0005492
27253324,Eco-Friendly Home - 1% for the Planet Member,3839974,Ryan & Nicole,,Villa Park,39.7319,-105.03123,Entire home/apt,125,2,57,2021-11-27,1.38,1,56,30,2019-BFN-0000747
27266369,Denver Gem! Walk to So. Broadway + Hospital,7517,Jessica,,Baker,39.7175,-104.99069,Entire home/apt,67,29,147,2021-11-17,3.53,2,62,10,
27267320,The b+b in the heart of Denver - Guest Room w/ bth,17500067,Jake,,City Park West,39.74912,-104.97205,Private room,78,1,184,2021-12-24,4.72,2,42,43,2018-BFN-0008892
27271600,Bungalow B,57824203,Michael,,Villa Park,39.72928,-105.0417,Entire home/apt,51,29,323,2021-10-30,7.79,1,39,19,2021-BFN-0000618
27290527,Private Suite Basement+kitchenette+private entry,130889641,Nathan,,Gateway - Green Valley Ranch,39.78298,-104.74799,Private room,82,1,127,2021-12-12,3.66,2,253,28,2019-BFN-0001335
27302659,Denver Downtown - 16th St & Convention CTR & LODO,142793465,Brian And Binh Co Host,,CBD,39.74637,-104.99556,Entire home/apt,90,30,58,2021-05-01,1.61,1,116,2,
27314379,Rumi Room @ The Sanctuary in the City,29281163,Shelly,,Valverde,39.71481,-105.022,Private room,49,2,63,2021-12-22,1.68,2,104,32,2019-BFN-0000621
27338099,"Denver Blue Bear Den Private 3 BR, 2 BA DTC Apt.",85303919,Lee & Jackie,,Hampden,39.65921,-104.91785,Entire home/apt,168,1,70,2021-12-27,2.18,2,356,35,2020-BFN-0000872
27338619,Stay Here! Denver Guest House is all yours!,206011423,Brandy,,Chaffee Park,39.79019,-105.02389,Entire home/apt,118,3,153,2021-11-29,4.35,1,162,43,2020-BFN-0000224
27339246,Beautiful Guest Room & Bath,51106815,Sara And John,,Clayton,39.76553,-104.94954,Private room,68,2,62,2021-11-14,1.87,1,143,23,2020-BFN-0002764
27340469,Charming Bungalow near light rail station,63711171,Tonya,,University,39.68078,-104.96666,Entire home/apt,285,3,48,2021-12-27,1.76,1,109,7,2019-BFN-0009359
27356668,Brand New! Studio with Private entrance & kitchen,77943347,CoRentals,,Highland,39.76493,-105.00433,Entire home/apt,109,3,46,2021-11-14,1.46,1,361,20,2020-BFN-0003814
27359005,Modern Apt in Heart of RiNo Art District,55182207,Allison,,Five Points,39.76062,-104.9814,Entire home/apt,155,2,266,2021-12-24,7.29,3,280,106,2017-BFN-0001416
27371353,3-Bedroom Victorian in Sunnyside,206275665,David,,Sunnyside,39.77458,-105.0048,Entire home/apt,169,2,234,2021-12-18,5.84,1,121,74,2018-BFN-0006948
27394040,Recently built 2bd/1bath guesthouse near City Park,35518808,Kristi,,Clayton,39.76307,-104.94801,Entire home/apt,142,29,183,2021-12-17,4.49,1,154,52,2018-BFN-0005875
27396737,"Art Bungalow by Sloan's Lake, Broncos & Meow Wolf!",8944810,Cole,,West Colfax,39.73897,-105.04143,Entire home/apt,150,2,87,2021-11-30,2.10,1,249,25,2019-BFN-0000458
27425457,Park Hill Pad-5 min to Zoo! Family & Dog friendly!,30661160,Willow,,North Park Hill,39.75861,-104.92118,Entire home/apt,165,30,72,2021-11-08,1.75,3,175,4,
27465203,Denver Highlands Charming Townhouse,133801683,Ellen,,West Highland,39.76708,-105.04295,Entire home/apt,140,2,32,2021-11-13,0.78,1,90,6,2020-BFN-0004257
27491683,"Lovely Denver home close to DU, light rail, I 25",80372984,Lee,,University Park,39.67424,-104.95634,Entire home/apt,275,4,35,2021-09-05,0.88,2,167,4,2019-BFN-0000022
27542312,Downtown Studio with Stunning Mountain Views,54137975,Jonathan,,CBD,39.74722,-104.99741,Entire home/apt,79,31,4,2021-10-18,0.29,1,216,2,
27543790,🧳WANDERLUST City Park Getaway Private Apartment 💨,9691307,Gretchen & Jim,,Skyland,39.76126,-104.95726,Entire home/apt,99,1,96,2021-12-12,2.34,15,243,45,2018-BFN-0008828
27554417,The Nest at Sloan Lake,156572511,Tyler,,Sloan Lake,39.75058,-105.03366,Entire home/apt,133,2,221,2021-12-07,5.68,2,144,48,2018-BFN-0007598
27554725,Park Hill Private Room full sized bed,38875482,Jeremiah,,Northeast Park Hill,39.76265,-104.93574,Private room,62,1,131,2021-12-23,3.17,1,249,30,2019-BFN-0000169
27583000,Basement apartment,208115656,Bekele,,Gateway - Green Valley Ranch,39.78261,-104.73769,Entire home/apt,70,15,46,2021-05-30,1.12,2,0,2,2020-BFN-0003925
27603167,The Blue Bungalow - Front Bdrm,27863969,Shelby,,Westwood,39.70689,-105.0406,Private room,29,30,15,2021-12-06,0.38,2,139,3,2018-BFN-0007603
27661742,ArTeZen Sanctuary,1132210,Escher,,Regis,39.78948,-105.05916,Entire home/apt,85,1,350,2021-12-16,8.54,1,166,109,2018-BFN-0005825
27663042,Studio on the first floor of the main house,208115656,Bekele,,Gateway - Green Valley Ranch,39.78205,-104.73806,Private room,40,29,14,2021-08-02,0.34,2,73,3,2018-BFN-0009318
27696005,Denver/Lakewood House with private yard/patio,160654043,Jim,,Harvey Park,39.67421,-105.04865,Entire home/apt,90,3,68,2021-10-24,1.66,1,1,7,2018-BFN-0005682
27722990,Entire Park Hill Guest House * Stellar Location!!,209297769,Tahvory And Billy,,South Park Hill,39.74402,-104.93927,Entire home/apt,193,29,160,2021-12-28,4.04,1,247,50,2017-BFN-0008469
27739501,Cozy Half Duplex in Jefferson Park,209433672,Jeffrey,,Jefferson Park,39.75714,-105.02285,Entire home/apt,274,2,21,2021-11-15,2.27,1,0,21,2021-BFN-0000554
27753904,En Suite Room With Private Entrance on Half-Acre of Farmland,7566900,Nick,,College View - South Platte,39.66792,-105.02152,Private room,51,14,189,2021-12-14,4.64,2,227,4,2020-BFN-0000309
27754700,Clean Private 2+2 TownHouse Free Parking Midtown,146196004,Tim,,Speer,39.72177,-104.97393,Entire home/apt,242,2,162,2021-12-18,3.99,1,201,48,2021-BFN-0003070
27781713,Prime Denver Location! West Highlands Modern Home!,209773898,Brenda And Marcus,,West Highland,39.76166,-105.04615,Entire home/apt,152,30,26,2021-11-12,0.64,1,3,3,
27797372,"Quiet, Cozy, Cats! Nice Private Room Near Downtown",33036680,Alex,,Northeast Park Hill,39.76484,-104.93672,Private room,43,1,134,2021-12-27,3.30,1,63,47,2018-BFN-0008068
27806121,Freshly Remodeled Apartment With Outdoor Hot Tub!,28420396,Mark,,City Park,39.74053,-104.94208,Entire home/apt,119,2,168,2021-12-16,4.10,2,4,51,2017-BFN-0006766
27806196,420 and 710 friendly couch for rent in Denver 1,129046090,Damien,,Montbello,39.79462,-104.83044,Shared room,25,29,32,2021-04-01,0.78,3,362,2,
27806304,420 and 710 friendly couch for rent in Denver 2,129046090,Damien,,Montbello,39.79449,-104.82957,Shared room,23,29,63,2021-02-15,1.54,3,365,1,
27827412,"Cozy, Bright Wash Park Apartment",91375747,Savannah,,Speer,39.71659,-104.97757,Entire home/apt,65,29,9,2021-07-31,0.23,1,27,3,
27848759,*Berkeley Blue Bungalow*- 30 Day Minimum Stay,50537460,Andrea,,Berkeley,39.77611,-105.05106,Entire home/apt,118,30,31,2021-12-21,0.77,1,55,1,
27853421,"Sunnyside duplex ,close to Downtown and Highlands",87657028,Jacob,,Sunnyside,39.7745,-105.00061,Entire home/apt,85,30,21,2021-07-31,0.52,2,57,3,
27879517,Downtown Denver condo 1 room with queen own bath,210315427,Michelle,,Lincoln Park,39.73689,-104.99903,Private room,80,29,45,2020-07-04,1.13,1,88,0,
27953051,2600sqf - Beautiful Historic Place in Top Location,185870296,Joshua,,Congress Park,39.74009,-104.95736,Entire home/apt,282,1,132,2021-12-28,3.27,1,65,32,2021-BFN-0005019
27960015,The Good Vibes House - Private shower per Bedroom,67947933,Caroline,,City Park West,39.74437,-104.96384,Entire home/apt,477,3,110,2021-12-11,2.73,1,197,39,2020-BFN-0007101
27985624,Contemporary Berkeley 3 BED/3 BATH & Outdoor Patio,107582791,Todd & Viri,,Sunnyside,39.77834,-105.02467,Entire home/apt,166,2,155,2021-12-23,4.89,2,83,61,2019-BFN-0003855
27990562,"Private Suite: 9 mi downtown, 14 mi to Airport",211403088,Dave,,Stapleton,39.7908,-104.87844,Entire home/apt,113,2,45,2021-11-02,1.11,1,166,5,2018-BFN-0006490
28006110,"Luxury/Urban Oasis,Rooftop Deck, Mountain View’s",211519578,Samson,,Stapleton,39.78145,-104.88481,Entire home/apt,454,4,65,2021-12-19,1.61,1,175,25,2020-BFN-0004230
28028736,"Christine's Casa North -- large bedroom, att bath",2715793,Christine,,Mar Lee,39.68814,-105.03003,Private room,26,30,3,2021-11-19,0.09,2,145,1,
28028772,Folklore Americana,152368421,Seth,,Barnum West,39.72426,-105.04358,Entire home/apt,129,2,228,2021-12-16,5.69,1,33,53,2020-BFN-0005275
28057388,Huge Denver Townhouse with 4 Bedrooms + Office,8839039,Brian,,Skyland,39.75807,-104.95848,Entire home/apt,428,2,115,2021-12-05,2.87,1,22,31,2018-BFN-0009421
28057498,"Downtown. Nurses, Business, Families 2 car prkg",131158712,Marilyn,,Five Points,39.75669,-104.99126,Entire home/apt,128,30,2,2021-12-02,0.31,2,174,2,
28076345,Beautiful Victorian: 5 Points/RiNo/Downton,4430887,Patrick,,Five Points,39.75495,-104.97902,Entire home/apt,300,29,21,2020-10-25,0.53,1,364,0,2019-BFN-0003062
28078819,Relax on the Patio! Walkable to Breweries/Food!,161582412,Justin,,Overland,39.67561,-104.98849,Entire home/apt,95,1,209,2021-12-13,5.35,1,166,50,2020-BFN-0007183
28105894,Walk to Mile High Stadium-Minutes to Downtown!,212308097,Lori,,Sloan Lake,39.74715,-105.02838,Private room,65,2,91,2021-11-15,2.38,1,168,31,2020-BFN-0002553
28110876,Basement Blue Room Haven,58091978,Lizzy,,Stapleton,39.75483,-104.86864,Private room,60,2,23,2021-08-28,0.65,1,83,4,
28131765,It’s a deal!- Modern Studio Gem in Regis/Berkeley,212489443,Brooke,,Regis,39.78463,-105.03267,Entire home/apt,82,2,250,2021-12-13,6.26,2,161,56,2019-BFN-0003458
28136395,Urban Oasis | Charm Meets Urban Farm,212078777,Gina,,Baker,39.72432,-105.00077,Entire home/apt,165,2,86,2021-07-27,2.13,1,0,22,2018-BFN-0009306
28164772,Cozy Duplex convenient location by Cherry Creek,29477980,Wilson,,Virginia Village,39.68848,-104.93759,Entire home/apt,118,2,86,2021-11-29,2.15,3,81,27,2021-BFN-0000067
28254270,The Geologist's Suite,213404150,David,,Congress Park,39.73092,-104.94765,Entire home/apt,80,29,116,2021-09-04,2.90,1,0,14,2020-BFN-0003769
28283929,Charming Sloan Lake Private Bedroom,191010583,Autumn,,West Colfax,39.73776,-105.04129,Private room,35,30,0,,,1,177,0,
28307031,2022 Spring Special!! Amazing Views!!,28635931,Sharie,,Union Station,39.75197,-105.00531,Entire home/apt,93,30,9,2021-11-13,0.23,2,285,5,
28313939,Ardi’s makan,213816495,Ardalan,,Hampden South,39.6486,-104.88359,Private room,30,29,2,2019-01-30,0.05,1,89,0,
28316749,"FAMILIES, OFF-SITES, BRONCOS, FALL ADVENTURES",11399180,Andrew,,Sloan Lake,39.74739,-105.02527,Entire home/apt,176,30,48,2019-11-20,1.21,1,274,0,2018-BFN-0008270
28338960,Beautiful Fully Remodeled Sunny Side Row Home,24157036,Angela,,Sunnyside,39.77054,-105.01063,Entire home/apt,152,30,7,2021-10-16,0.27,33,318,4,
28416784,Modern Riverfront Park Loft,206924454,Jayson,,Union Station,39.75448,-105.00453,Entire home/apt,202,2,149,2021-12-22,3.74,1,72,48,2019-BFN-0001447
28437926,5 Star - Downtown 2 BR TH w/Roof Deck and Hot Tub,32590067,Peter,,Five Points,39.74819,-104.97372,Entire home/apt,456,3,49,2021-11-21,1.22,2,38,8,2020-BFN-0001654
28460899,Park Hill | Private Guest Suite,52887158,Allie,,North Park Hill,39.76041,-104.92833,Entire home/apt,92,2,145,2021-12-27,3.62,1,126,53,2018-BFN-0008545
28489801,"Art-filled Bright Modern @ MeowWolf,Convention,NFL",215050479,Pawel,,Lincoln Park,39.73098,-104.99525,Entire home/apt,419,2,66,2021-10-29,1.66,1,231,17,2018-BFN-0005702
28514634,"South City Park 2 BR+dedicated office,free parking",44022018,Lynne,,City Park,39.74161,-104.95156,Entire home/apt,225,7,92,2021-12-19,2.33,1,67,8,2018-BFN-0007515
28542020,Bed in Shared Room SUPER Close to Union Station!!,48873476,Hostel Fish,,Five Points,39.75363,-104.9916,Shared room,46,1,41,2021-10-29,1.05,23,360,1,2015-BFN-0001492
28545094,Premium Bed in Shared Room Downtown By Night Life,48873476,Hostel Fish,,Five Points,39.75272,-104.99188,Hotel room,48,1,95,2021-12-08,2.43,23,361,35,2015-BFN-0001492
28545099,Comfy Bed in Shared Room Close to Everything!!,48873476,Hostel Fish,,Five Points,39.75335,-104.99115,Shared room,44,1,50,2021-02-05,1.25,23,360,2,2015-BFN-0001492
28545121,Amazing View of Mountains in Shared Room!!,48873476,Hostel Fish,,Five Points,39.75222,-104.99107,Hotel room,46,1,314,2021-12-13,7.90,23,360,143,2015-BFN-0001492
28545340,Feel at Home in Awesome Shared Female Only Room!,48873476,Hostel Fish,,Five Points,39.75373,-104.99231,Shared room,46,1,25,2020-10-18,0.67,23,360,0,2015-BFN-0001492
28545342,Bed in Shared Room Close to Everything Denver!,48873476,Hostel Fish,,Five Points,39.75382,-104.99292,Shared room,44,1,20,2021-12-19,0.51,23,360,4,2015-BFN-0001492
28545350,Great Bed in Shared Room Close to Union Station!,48873476,Hostel Fish,,Five Points,39.75336,-104.99097,Shared room,49,1,9,2021-06-10,0.23,23,360,3,2015-BFN-0001492
28561790,Super Chic Urban Retreat,8455524,Heather,,Sunnyside,39.77113,-105.01015,Entire home/apt,155,30,1,2018-09-30,0.03,1,0,0,
28563177,Modern Victorian in Highlands,13095510,Cindy,,West Highland,39.76127,-105.0346,Entire home/apt,355,29,14,2021-02-07,0.35,1,356,1,2021-BFN-0000655
28576801,"Quiet, peaceful, and clean bedroom/private bath",2125293,Brian,,East Colfax,39.73769,-104.89157,Private room,45,29,23,2021-01-31,0.63,1,0,1,2019-BFN-0007366
28581318,Modern & Historic-Downtown Loft-King Bed-Walkable!,215710955,Rachel,,Five Points,39.75359,-104.98904,Entire home/apt,95,30,57,2021-11-21,1.44,1,286,6,
28606601,PRIVATE ROOM-Boho Luxury Retreat/Rooftop/Hot Tub,26031757,Jessica,,Skyland,39.76001,-104.94597,Private room,350,5,5,2021-08-23,0.15,2,124,2,2019-BFN-0008053
28617385,Urban Chic Loft Steps to Downtown Restaurants/Bars,48813666,Mark,,Five Points,39.75295,-104.98212,Entire home/apt,371,30,30,2020-09-07,0.75,1,90,0,2019-BFN-0006189
28633134,Denver Guest Suite,53470985,Evan,,Hale,39.7273,-104.92429,Entire home/apt,98,3,130,2021-12-06,3.29,1,301,52,2018-BFN-0008680
28633551,Private Apartment in Gardener's Cottage-NW Denver,61684146,Diana,,Berkeley,39.77706,-105.03581,Entire home/apt,95,29,50,2021-11-27,1.39,1,27,14,2018-BFN-0009216
28658834,Ballpark Loft near Union Station (LoDo),120683254,Evan,,Five Points,39.76035,-104.99782,Entire home/apt,154,3,87,2021-12-05,2.22,1,38,32,2018-BFN-0009027
28695010,Cozy basement suite in historic 'hood!,172528574,Stacy,,Sunnyside,39.77092,-105.02385,Entire home/apt,84,1,223,2021-12-13,5.74,1,339,88,2018-BFN-0007878
28696369,Breathtaking Downtown Condo-10 Head Steam Shower!,209814804,Mark,,Union Station,39.75058,-104.99617,Entire home/apt,125,30,7,2021-09-08,0.18,1,261,1,
28712860,RiNo 2BD Victorian House w/ Awesome Patio,173577971,Karen,,Five Points,39.75632,-104.98614,Entire home/apt,214,2,94,2021-12-17,2.43,1,85,34,2018-BFN-0008161
28758124,Denver Luxury Modern Whole Home Rental,216915136,Chris & Larina,,University,39.68368,-104.96864,Entire home/apt,524,4,26,2021-12-27,0.71,1,270,11,2019-BFN-0000685
28815515,Mile High Duplex Apartment,6480883,Susy,,Sun Valley,39.7451,-105.02438,Entire home/apt,85,30,39,2020-11-11,1.15,1,239,0,2019-BFN-0000705
28861024,Cute Platte Park Private Upstairs Unit,24981544,Michael,,Platt Park,39.68257,-104.98549,Entire home/apt,52,29,60,2020-03-03,1.51,1,75,0,
28865793,Bed in Shared Room in Heart of Downtown!,48873476,Hostel Fish,,Five Points,39.75223,-104.99098,Shared room,48,1,47,2021-12-27,1.19,23,360,9,2015-BFN-0001492
28913988,Near MileHigh/Pepsi Cntr A/C W/D Parking King bed,88702022,Barb,,Jefferson Park,39.75544,-105.01933,Entire home/apt,139,2,112,2021-11-29,2.93,4,82,37,2018-BFN-0001128
28914183,"Sleeps 6, Near MileHigh/PepsiCntr, A/C, Parking",88702022,Barb,,Jefferson Park,39.75544,-105.01958,Entire home/apt,141,2,104,2021-12-13,2.76,4,76,32,2018-BFN-0001128
28931478,Wash Park Home Away from Home,81171785,Robert,,Washington Park West,39.69475,-104.97489,Entire home/apt,200,1,95,2021-12-12,2.43,1,304,23,2021-BFN-0003114
28934233,Cherry Creek two bedroom,51020487,Tara,,Cherry Creek,39.72081,-104.95473,Entire home/apt,120,30,2,2021-10-03,0.49,1,49,2,
28939545,LoHi! Modern 2 Bdr/3 bth. Walk everywhere!,52013990,John,,Highland,39.76034,-105.01415,Entire home/apt,185,4,106,2021-12-12,2.82,1,176,53,2020-BFN-0004624
28960222,CozyTwin bed4,9975711,Dana,,Gateway - Green Valley Ranch,39.79364,-104.74191,Private room,43,3,67,2021-11-14,1.70,1,274,27,2018-BFN-0006888
28986433,Private Rooftop and Short Walk to Beautiful Lake,83612871,Michelle,,West Colfax,39.74249,-105.02971,Entire home/apt,170,29,103,2021-11-06,2.63,2,179,5,
29013476,West-Wash Park/SOBO Carriage House Retreat,218679571,Candice,,Speer,39.71951,-104.98575,Entire home/apt,143,29,227,2021-11-14,5.83,1,358,64,2018-BFN-0007586
29015217,Private Entire Studio Guesthouse - Regis/Tennyson,36040835,Rich,,Berkeley,39.77965,-105.05153,Entire home/apt,79,2,195,2021-12-20,5.20,1,80,59,2019-BFN-0000919
29023539,Urban oasis in the heart of it all!,97130295,Brett,,Highland,39.76217,-105.00868,Private room,91,1,100,2021-12-12,2.79,2,70,21,2019-BFN-0000443
29035410,Five Points Historic Rowhome Gem,55604866,Anne,,Five Points,39.75282,-104.97755,Entire home/apt,154,2,0,,,1,105,0,2021-BFN-0009757
29058932,Historic Baker Home-2 Bedrooms,5531241,Kristi,,Baker,39.7229,-104.99436,Entire home/apt,141,1,50,2021-11-25,1.29,1,0,14,2018-BFN-0007727
29059053,"Modern Luxury, Private Rooftop, 29+ nights",67514634,Jordan,,Sunnyside,39.77244,-105.00499,Entire home/apt,299,29,69,2020-12-28,1.76,3,303,0,2019-BFN-0000533
29121331,Downtown Denver 19th Floor Barclay Tower Condo,24157036,Angela,,Union Station,39.75027,-104.9985,Entire home/apt,145,90,1,2019-10-31,0.04,33,0,0,
29127570,Gorgeous Serenity Suite in Berkeley Bungalow!,219500074,Suzanna,,Regis,39.78485,-105.04059,Entire home/apt,75,1,207,2021-12-19,5.39,1,267,46,2018-BFN-0008673
29128667,Super large and clean room/Denver Airport,219506731,Victorien,,Gateway - Green Valley Ranch,39.77414,-104.76698,Private room,70,29,7,2019-11-15,0.18,16,279,0,2019-BFN-0000998
29130386,Quaint Carriage House Near Downtown & Interstate,219520656,Stetson & Megan,,Clayton,39.76314,-104.95737,Entire home/apt,149,1,222,2021-12-15,5.80,1,254,42,2018-BFN-0008874
29275060,East Denver Urban Retreat 3br/1ba,220553206,Elizabeth,,Montclair,39.72989,-104.92039,Entire home/apt,167,2,20,2021-11-28,0.52,1,1,7,2020-BFN-0003768
29275338,Historic Apartment in City Park West with Terrace,17512099,Liz,,City Park West,39.74397,-104.96214,Entire home/apt,146,3,87,2021-12-14,2.26,1,76,27,2021-BFN-0000027
29282321,Entire Highlands/Sloan's Lake Guest House,43714010,Megan,,West Highland,39.76003,-105.04414,Entire home/apt,237,2,141,2021-11-01,3.62,1,26,11,2018-BFN-0007312
29305639,Street Art Basement Suite and Home Theater,13302506,Ross,,Ruby Hill,39.6966,-105.01533,Entire home/apt,94,2,269,2021-12-19,7.30,1,169,103,2018-BFN-0008986
29324718,CLEAN Private BDR *Kitchen *Great Patio,5225646,Christopher,,Virginia Village,39.685501,-104.93576,Private room,40,1,49,2021-11-08,1.27,4,131,12,2017-BFN-0006067
29337638,Blue room,105950282,Kristen,,Platt Park,39.68652,-104.97841,Private room,120,1,47,2021-11-13,1.34,2,365,19,2017-BFN-0001581
29338974,"POOL,GYM,LUXURY&MOUNTAIN VIEW IN DOWNTOWN DENVER",126538085,Lina,,CBD,39.74729,-104.99618,Entire home/apt,119,30,48,2021-12-21,1.31,1,123,1,
29355346,1885 Charmer in Art District near Downtown & Mtns.,112006680,James,,Lincoln Park,39.73819,-105.00174,Entire home/apt,101,30,118,2021-10-24,3.05,1,29,4,BFN-0007768
29355762,Sunnyside Bungalow,97331628,Annie,,Sunnyside,39.77538,-105.00777,Entire home/apt,164,29,12,2021-01-03,0.74,1,0,1,2020-BFN-0004097
29360234,Chill at a Totally Private Carriage House W Bamboo Orb Chair,221190712,Stephanie,,Platt Park,39.68675,-104.98097,Entire home/apt,170,1,245,2021-12-22,7.66,1,200,92,2021-BFN-0001529
29369461,"⭐️Bohemian Bungalow of Wash Park. Cozy, 2-Story⭐️",13031965,Brooke,,Washington Park,39.71077,-104.97102,Entire home/apt,285,3,37,2021-10-17,1.01,1,0,13,2018-BFN-0009389
29423431,Centrally Located Cherry Creek Apt. *Private Deck*,221641473,Ryan Shepherd,,Cherry Creek,39.72122,-104.95548,Entire home/apt,148,29,156,2021-12-06,4.04,1,171,16,2020-BFN-0011850
29438769,"Casa Tejon, Spacious Sunnyside Retreat | Hot Tub",65414250,Vinny,,Highland,39.7687,-105.01254,Entire home/apt,330,2,92,2021-11-27,2.44,2,75,30,2018-BFN-0007169
29439058,Walkable Wash Park Condo-Private Patio-Fast WiFi!,30972487,Sabrina,,Speer,39.7145,-104.98128,Entire home/apt,107,30,15,2021-11-23,0.41,18,295,5,
29460765,2019-BFN-0008516 SW Charm in Sunnyside Denver,217260072,Willem,,Sunnyside,39.77266,-105.01495,Entire home/apt,108,29,34,2021-10-16,0.92,1,267,20,2019-BFN-0008516
29464543,Cozy Duplex mins to Dwtn-1 block to Highlands Sq,198535436,Ann,,West Highland,39.76436,-105.03078,Entire home/apt,91,45,162,2021-09-07,4.22,1,0,16,2018-BFN-0007167
29488638,South Pearl St. Patio Home License #442295-070062,222061822,Lynn,,Platt Park,39.68702,-104.97898,Entire home/apt,72,30,55,2020-03-16,1.43,1,167,0,442295-070062
29493471,Lydia's Place,70055411,Girma,,Gateway - Green Valley Ranch,39.77293,-104.75233,Entire home/apt,178,29,4,2021-12-05,0.18,1,354,2,
29507708,Beautifully Renovated 1 bedroom in Quiet Community,29171653,Rob,,Hale,39.73306,-104.93204,Entire home/apt,55,30,12,2021-12-17,0.33,2,168,4,
29537798,Cozy Condo in West Wash Park,84348048,Brittany,,Speer,39.7128,-104.98127,Entire home/apt,120,3,53,2021-12-20,1.39,1,83,25,2019-BFN-0000229
29541249,10-Person Room in Heart of Denver Night Life!,48873476,Hostel Fish,,Five Points,39.75386,-104.99109,Private room,464,1,1,2019-01-01,0.03,23,170,0,2015-BFN-0001492
29569151,Beautiful Contemporary Condo in DTC-Corp/Long Term,36387388,Debbie,,Hampden South,39.638996,-104.905258,Entire home/apt,111,30,10,2021-11-26,0.27,1,134,6,BFN-0009144
29651194,"4 Bedrm Monthly Furnished Near DIA, Denver Airport",223178574,Ebby,,Gateway - Green Valley Ranch,39.79084,-104.76745,Entire home/apt,130,30,54,2021-08-09,1.48,1,272,2,
29651605,MAIN Street CITY Living with DECK!,49223382,Instant Book,,City Park West,39.74106,-104.97302,Entire home/apt,230,1,219,2021-12-18,5.71,6,317,62,2020-BFN-0003914
29661124,A Tiny Piece of Heaven,109534927,Katherine,,Berkeley,39.77821,-105.03665,Entire home/apt,142,1,253,2021-12-14,6.61,17,0,101,2018-BFN-0006458
29712912,City park getaway - spacious and bright,19784663,Scott,,Skyland,39.76048,-104.94859,Entire home/apt,120,30,64,2021-01-29,1.78,1,0,1,No short term rental
29714778,Modern Downtown Loft,223594810,Sergio,,Union Station,39.75322,-105.0043,Entire home/apt,182,2,168,2021-12-12,4.40,2,266,60,2017-BFN-0000354
29764889,Bright Capitol Hill Townhome - Pristine w/Parking,138704269,Leah,,Capitol Hill,39.72821,-104.98344,Entire home/apt,152,2,121,2021-12-18,3.21,1,17,48,2019-BFN-0002241
29773448,Historic Baker Home + Garage,2792851,Helen,,Baker,39.72167,-104.99182,Entire home/apt,125,10,26,2021-10-23,0.75,1,86,7,2019-BFN-0001921
29830102,Sunny Highlands Home Brimming with Style,1750207,Kimberly & Marke,,West Highland,39.76195,-105.03986,Entire home/apt,289,3,179,2021-12-23,5.08,2,164,58,2019-BFN-0002827
29856627,Guest Suite with Private Entrance & Parking,615,Joe,,Virginia Village,39.69572,-104.92417,Entire home/apt,99,1,47,2021-11-13,1.26,2,332,23,2016-BFN-0004968
29896787,BoHo Cabin in the Heart of the City,28074082,Sarah,,Whittier,39.75942,-104.96531,Entire home/apt,159,2,30,2021-10-24,0.80,1,57,7,2020-BFN-0004481
29905999,"RiNo Luxury Flat, Mt View, Parking, Furnished",60249906,Nate,,Five Points,39.75802,-104.98325,Entire home/apt,127,30,38,2021-08-02,1.10,1,212,1,
29908440,Lower level apartment (Cozy Basement),224889070,Hanna,,Gateway - Green Valley Ranch,39.78422,-104.7483,Private room,70,30,25,2021-08-09,0.65,1,160,1,L1083398400
29924822,Beautiful Victorian in Congress Park!,8873819,Victoria,,Congress Park,39.73488,-104.95601,Entire home/apt,232,29,3,2018-12-05,0.08,1,56,0,
29940130,"Downtown, Convention, and Events Paradise Getaway",213008028,Grayson,,Civic Center,39.73767,-104.99372,Entire home/apt,530,1,149,2021-11-29,4.04,1,220,43,2018-BFN-0008777
29943880,Washington Park Retreat/ Walkable,25518591,Amanda,,Speer,39.71633,-104.97734,Entire home/apt,59,30,64,2021-07-31,1.70,2,197,1,
29945277,"PVT EFF, W/D,SFH,30min-A/P,15min DTWN,20min MTN",220323534,Micki,,Chaffee Park,39.78753,-105.02421,Entire home/apt,55,29,96,2020-08-01,2.59,1,0,0,2019-BFN-0007833
